Track,Date,Race,Winner,2nd,3rd,4th
Nowra,2026-03-10,1,4,1,8,6
Nowra,2026-03-10,2,5,3,8,4
Nowra,2026-03-10,3,2,3,6,8
Nowra,2026-03-10,4,6,3,2,4
Nowra,2026-03-10,5,4,6,1,2
Nowra,2026-03-10,6,7,8,4,2
Nowra,2026-03-10,7,1,2,4,5
Nowra,2026-03-10,8,5,8,2,1
Nowra,2026-03-10,9,6,1,4,2
Nowra,2026-03-10,10,1,5,7,8
Maitland,2026-03-10,1,4,7,1,5
Maitland,2026-03-10,2,4,6,1,5
Maitland,2026-03-10,3,4,8,7,2
Maitland,2026-03-10,4,8,2,7,6
Maitland,2026-03-10,5,1,7,8,4
Maitland,2026-03-10,6,2,3,4,6
Maitland,2026-03-10,7,1,4,7,2
Maitland,2026-03-10,8,8,4,7,2
Maitland,2026-03-10,9,4,1,2,8
Maitland,2026-03-10,10,8,1,7,4
Maitland,2026-03-10,11,4,7,3,1
Healesville,2026-03-10,1,8,7,4,1
Healesville,2026-03-10,2,1,4,2,5
Healesville,2026-03-10,3,7,2,6,5
Healesville,2026-03-10,4,6,5,4,7
Healesville,2026-03-10,5,8,5,1,3
Healesville,2026-03-10,6,6,7,1,5
Healesville,2026-03-10,7,3,7,1,2
Healesville,2026-03-10,8,4,2,1,7
Healesville,2026-03-10,9,7,1,4,2
Healesville,2026-03-10,10,5,3,1,7
Healesville,2026-03-10,11,6,2,1,4
Healesville,2026-03-10,12,5,3,7,4
Warrnambool,2026-03-10,1,6,3,8,2
Warrnambool,2026-03-10,2,1,2,4,3
Warrnambool,2026-03-10,3,2,3,6,7
Warrnambool,2026-03-10,4,1,2,5,8
Warrnambool,2026-03-10,5,2,3,1,7
Warrnambool,2026-03-10,6,8,3,6,5
Warrnambool,2026-03-10,7,1,5,6,2
Warrnambool,2026-03-10,8,3,6,2,7
Warrnambool,2026-03-10,9,8,7,4,2
Warrnambool,2026-03-10,10,6,8,4,3
Warrnambool,2026-03-10,11,3,8,5,4
Warrnambool,2026-03-10,12,5,1,8,7
Shepparton,2026-03-10,1,10,3,1,5
Shepparton,2026-03-10,2,3,1,2,5
Shepparton,2026-03-10,3,6,7,4,3
Shepparton,2026-03-10,4,1,2,6,9
Shepparton,2026-03-10,5,8,1,7,4
Shepparton,2026-03-10,6,2,8,7,1
Shepparton,2026-03-10,7,1,6,5,9
Shepparton,2026-03-10,8,1,6,7,3
Shepparton,2026-03-10,9,4,1,3,5
Shepparton,2026-03-10,10,2,7,5,8
Shepparton,2026-03-10,11,5,6,7,1
Shepparton,2026-03-10,12,8,7,2,3
Sandown,2026-03-10,1,8,4,6,2
Sandown,2026-03-10,2,1,2,4,8
Sandown,2026-03-10,3,5,1,2,4
Sandown,2026-03-10,4,4,1,7,8
Sandown,2026-03-10,5,1,2,6,4
Sandown,2026-03-10,6,4,3,8,1
Sandown,2026-03-10,7,2,1,3,8
Sandown,2026-03-10,8,4,2,3,8
Sandown,2026-03-10,9,4,7,1,8
Sandown,2026-03-10,10,4,7,6,3
Sandown,2026-03-10,11,2,8,6,4
Sandown,2026-03-10,12,7,4,3,5
Gawler,2026-03-10,1,4,2,5,7
Gawler,2026-03-10,2,1,2,4,6
Gawler,2026-03-10,3,6,4,1,8
Gawler,2026-03-10,4,5,1,7,3
Gawler,2026-03-10,5,1,8,4,6
Gawler,2026-03-10,6,1,2,5,4
Gawler,2026-03-10,7,6,7,1,3
Gawler,2026-03-10,8,5,6,7,8
Gawler,2026-03-10,9,2,8,1,6
Gawler,2026-03-10,10,4,5,1,7
Gawler,2026-03-10,11,5,2,1,4
Q Parklands,2026-03-10,1,4,2,1,7
Q Parklands,2026-03-10,2,2,8,1,7
Q Parklands,2026-03-10,3,1,7,6,2
Q Parklands,2026-03-10,4,2,4,8,5
